,Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
5189,Multiple carriers,Delhi,Cochin,1,18192,765.0,12,50,1,35,March,Sunday
5190,Air India,Kolkata,Banglore,2,13899,1165.0,10,0,5,25,May,Wednesday
5191,Jet Airways,Kolkata,Banglore,1,10844,400.0,14,5,20,45,May,Thursday
5192,Jet Airways,Kolkata,Banglore,1,14151,1450.0,9,35,9,45,May,Sunday
5193,Multiple carriers,Delhi,Cochin,1,15147,620.0,15,15,1,35,March,Wednesday
5194,GoAir,Banglore,Delhi,0,3898,175.0,7,45,10,40,June,Saturday
5195,IndiGo,Delhi,Cochin,1,6818,665.0,5,5,16,10,May,Wednesday
5196,Jet Airways,Kolkata,Banglore,1,14781,1170.0,16,30,12,0,May,Wednesday
5197,Air Asia,Kolkata,Banglore,2,5192,500.0,15,10,23,30,May,Tuesday
5198,Jet Airways,Delhi,Cochin,2,14441,425.0,5,30,12,35,June,Thursday
5199,Jet Airways,Kolkata,Banglore,1,14151,1480.0,20,25,21,5,May,Friday
5200,IndiGo,Kolkata,Banglore,1,4226,220.0,19,35,23,15,May,Saturday
5201,Air India,Delhi,Cochin,2,13381,1380.0,20,15,19,15,May,Monday
5202,Multiple carriers,Delhi,Cochin,1,10678,845.0,4,55,19,0,June,Saturday
5203,Jet Airways,Delhi,Cochin,1,12242,440.0,11,30,18,50,March,Wednesday
5204,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,2,55,4,20,June,Friday
5205,Jet Airways,Delhi,Cochin,1,10262,450.0,20,55,4,25,June,Saturday
5206,SpiceJet,Kolkata,Banglore,0,3841,140.0,22,20,0,40,April,Monday
5207,Jet Airways,Kolkata,Banglore,1,9663,960.0,20,0,12,0,May,Thursday
5208,IndiGo,Kolkata,Banglore,0,5224,155.0,11,30,14,5,April,Thursday
5209,Multiple carriers,Delhi,Cochin,1,14533,730.0,7,5,19,15,May,Saturday
5210,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,22,45,0,15,May,Friday
5211,Jet Airways,Banglore,Delhi,0,5769,185.0,18,55,22,0,June,Wednesday
5212,Multiple carriers,Delhi,Cochin,1,11622,485.0,10,45,18,50,March,Thursday
5213,IndiGo,Banglore,Delhi,0,4823,175.0,18,55,21,50,April,Wednesday
5214,Jet Airways,Banglore,New Delhi,1,7832,1280.0,14,5,11,25,March,Thursday
5215,Multiple carriers,Delhi,Cochin,1,9001,705.0,7,30,19,15,June,Monday
5216,IndiGo,Mumbai,Hyderabad,0,2754,90.0,12,0,13,30,June,Thursday
5217,Jet Airways,Banglore,Delhi,0,7229,180.0,7,10,10,10,May,Friday
5218,IndiGo,Delhi,Cochin,1,6937,280.0,21,5,1,45,March,Saturday
5219,Air India,Kolkata,Banglore,2,13033,920.0,10,0,1,20,June,Thursday
5220,SpiceJet,Banglore,Delhi,0,3625,160.0,5,55,8,35,May,Friday
5221,Jet Airways,Delhi,Cochin,2,13292,1295.0,21,25,19,0,June,Thursday
5222,Air India,Banglore,New Delhi,2,12778,1525.0,8,50,10,15,March,Tuesday
5223,SpiceJet,Kolkata,Banglore,0,3841,150.0,14,55,17,25,June,Saturday
5224,IndiGo,Mumbai,Hyderabad,0,2227,85.0,21,20,22,45,March,Monday
5225,SpiceJet,Kolkata,Banglore,1,6171,520.0,8,35,17,15,May,Thursday
5226,Air India,Kolkata,Banglore,2,10676,1195.0,12,0,7,55,May,Sunday
5227,Jet Airways,Delhi,Cochin,2,13014,1025.0,19,30,12,35,June,Monday
5228,IndiGo,Mumbai,Hyderabad,0,2754,90.0,2,30,4,0,March,Monday
5229,Air India,Delhi,Cochin,2,8367,865.0,17,15,7,40,March,Wednesday
5230,Jet Airways,Delhi,Cochin,1,5177,1570.0,2,15,4,25,April,Wednesday
5231,SpiceJet,Kolkata,Banglore,0,4174,150.0,17,10,19,40,April,Thursday
5232,Multiple carriers,Delhi,Cochin,1,9794,615.0,8,45,19,0,May,Wednesday
5233,Multiple carriers,Delhi,Cochin,1,10486,385.0,9,45,16,10,May,Monday
5234,Multiple carriers,Delhi,Cochin,1,15058,675.0,8,0,19,15,May,Tuesday
5235,IndiGo,Kolkata,Banglore,0,4804,155.0,22,15,0,50,April,Saturday
5236,Jet Airways,Delhi,Cochin,1,17024,1665.0,16,0,19,45,March,Wednesday
5237,GoAir,Kolkata,Banglore,1,8855,455.0,16,40,0,15,May,Sunday
5238,Air India,Delhi,Cochin,1,8372,640.0,21,0,7,40,June,Sunday
5239,Jet Airways,Mumbai,Hyderabad,0,4050,85.0,2,55,4,20,June,Monday
5240,Jet Airways,Banglore,Delhi,0,7229,175.0,11,10,14,5,May,Sunday
5241,SpiceJet,Mumbai,Hyderabad,0,2385,80.0,5,45,7,5,March,Monday
5242,GoAir,Banglore,Delhi,0,3898,170.0,11,40,14,30,June,Monday
5243,IndiGo,Banglore,New Delhi,0,6860,165.0,1,30,4,15,March,Sunday
5244,SpiceJet,Delhi,Cochin,1,6749,315.0,6,5,11,20,May,Monday
5245,Air India,Kolkata,Banglore,2,15107,525.0,14,30,23,15,May,Tuesday
5246,Jet Airways,Delhi,Cochin,2,10368,1125.0,9,40,4,25,June,Saturday
5247,Jet Airways,Banglore,New Delhi,1,7832,860.0,7,0,21,20,March,Thursday
5248,SpiceJet,Mumbai,Hyderabad,0,2385,90.0,13,15,14,45,May,Monday
5249,IndiGo,Kolkata,Banglore,0,4804,150.0,14,25,16,55,June,Monday
5250,Air India,Delhi,Cochin,2,8236,1595.0,16,40,19,15,March,Thursday
5251,IndiGo,Delhi,Cochin,1,6416,570.0,11,30,21,0,March,Wednesday
5252,Jet Airways,Delhi,Cochin,1,10262,450.0,11,30,19,0,June,Sunday
5253,Jet Airways,Delhi,Cochin,1,14714,1210.0,22,50,19,0,June,Sunday
5254,SpiceJet,Kolkata,Banglore,1,7646,330.0,15,55,21,25,April,Monday
5255,Air India,Delhi,Cochin,1,7480,765.0,20,40,9,25,June,Saturday
5256,Vistara,Chennai,Kolkata,0,11982,140.0,17,45,20,5,May,Monday
5257,Multiple carriers,Delhi,Cochin,1,8309,520.0,10,35,19,15,May,Saturday
5258,Jet Airways,Delhi,Cochin,2,13344,425.0,5,30,12,35,June,Sunday
5259,Air India,Kolkata,Banglore,1,4227,890.0,19,0,9,50,April,Monday
5260,Air India,Delhi,Cochin,2,9706,1180.0,12,0,7,40,March,Thursday
5261,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,May,Monday
5262,IndiGo,Delhi,Cochin,1,6442,835.0,8,35,22,30,June,Wednesday
5263,Jet Airways,Banglore,Delhi,0,8016,185.0,18,55,22,0,June,Saturday
5264,IndiGo,Delhi,Cochin,1,5298,320.0,6,50,12,10,April,Monday
5265,Vistara,Banglore,Delhi,0,4878,155.0,17,0,19,35,May,Tuesday
5266,Jet Airways,Delhi,Cochin,1,10262,865.0,14,0,4,25,June,Monday
5267,IndiGo,Kolkata,Banglore,1,4176,300.0,4,50,9,50,May,Sunday
5268,IndiGo,Delhi,Cochin,1,5883,845.0,11,25,1,30,June,Saturday
5269,Multiple carriers,Delhi,Cochin,1,12717,540.0,10,0,19,0,June,Thursday
5270,IndiGo,Chennai,Kolkata,0,3850,140.0,7,55,10,15,May,Sunday
5271,IndiGo,Chennai,Kolkata,0,3597,140.0,19,35,21,55,May,Monday
5272,SpiceJet,Mumbai,Hyderabad,0,2175,90.0,13,15,14,45,May,Thursday
5273,Air Asia,Banglore,Delhi,0,7080,170.0,23,55,2,45,April,Friday
5274,Jet Airways,Kolkata,Banglore,1,8849,665.0,21,10,8,15,April,Monday
5275,Jet Airways,Kolkata,Banglore,1,9899,685.0,8,25,19,50,June,Wednesday
5276,Vistara,Banglore,Delhi,0,4878,160.0,7,0,9,40,June,Saturday
5277,Multiple carriers,Delhi,Cochin,1,7787,705.0,7,30,19,15,May,Thursday
5278,SpiceJet,Chennai,Kolkata,0,3597,140.0,17,45,20,5,May,Friday
5279,GoAir,Delhi,Cochin,1,5281,540.0,10,35,19,35,April,Monday
5280,Vistara,Kolkata,Banglore,1,9345,1350.0,20,20,18,50,May,Wednesday
5281,IndiGo,Delhi,Cochin,1,6442,635.0,11,55,22,30,June,Monday
5282,IndiGo,Delhi,Cochin,1,6838,705.0,9,15,21,0,June,Thursday
5283,SpiceJet,Chennai,Kolkata,0,3597,140.0,17,45,20,5,June,Monday
5284,SpiceJet,Mumbai,Hyderabad,0,3173,80.0,5,45,7,5,March,Thursday
5285,Multiple carriers,Delhi,Cochin,1,13377,435.0,18,15,1,30,June,Monday
5286,Jet Airways,Kolkata,Banglore,1,9314,1295.0,20,25,18,0,May,Thursday
5287,Multiple carriers,Delhi,Cochin,1,9856,545.0,13,15,22,20,March,Saturday
5288,Air India,Delhi,Cochin,1,8372,675.0,8,0,19,15,May,Tuesday
5289,Jet Airways,Kolkata,Banglore,1,7064,1400.0,18,55,18,15,April,Monday
5290,IndiGo,Kolkata,Banglore,0,4804,155.0,22,15,0,50,May,Wednesday
5291,Jet Airways,Delhi,Cochin,2,13029,810.0,5,30,19,0,May,Monday
5292,IndiGo,Delhi,Cochin,1,7640,490.0,14,20,22,30,May,Friday
5293,Jet Airways,Banglore,New Delhi,1,22270,435.0,8,0,15,15,March,Friday
5294,Air India,Banglore,Delhi,0,4441,170.0,21,5,23,55,April,Monday
5295,Jet Airways,Delhi,Cochin,1,12898,1165.0,9,0,4,25,May,Monday
5296,Jet Airways,Kolkata,Banglore,1,7064,1285.0,18,55,16,20,April,Monday
5297,Jet Airways,Kolkata,Banglore,1,10844,740.0,8,25,20,45,June,Sunday
5298,SpiceJet,Kolkata,Banglore,0,4174,145.0,9,0,11,25,June,Sunday
5299,Jet Airways,Kolkata,Banglore,1,8529,1695.0,16,30,20,45,June,Wednesday
5300,IndiGo,Banglore,Delhi,0,3625,170.0,22,10,1,0,May,Tuesday
5301,IndiGo,Banglore,Delhi,0,3419,175.0,0,30,3,25,May,Tuesday
5302,IndiGo,Chennai,Kolkata,0,3850,145.0,5,15,7,40,May,Friday
5303,Air India,Kolkata,Banglore,2,12802,1255.0,16,50,13,45,May,Friday
5304,SpiceJet,Delhi,Cochin,1,9748,360.0,15,55,21,55,March,Wednesday
5305,IndiGo,Delhi,Cochin,1,6104,500.0,17,10,1,30,June,Monday
5306,IndiGo,Banglore,Delhi,0,3943,180.0,21,15,0,15,June,Friday
5307,IndiGo,Delhi,Cochin,1,7514,560.0,6,50,16,10,June,Monday
5308,Jet Airways,Banglore,New Delhi,0,18308,160.0,19,55,22,35,March,Wednesday
5309,Air India,Mumbai,Hyderabad,2,17327,255.0,21,10,16,55,March,Wednesday
5310,Air India,Delhi,Cochin,2,8892,1115.0,13,5,7,40,March,Wednesday
5311,Multiple carriers,Delhi,Cochin,1,9794,520.0,10,20,19,0,May,Monday
5312,IndiGo,Banglore,Delhi,0,4423,175.0,0,30,3,25,April,Monday
5313,Jet Airways,Kolkata,Banglore,1,10844,1485.0,20,0,20,45,May,Friday
5314,Jet Airways,Delhi,Cochin,1,15554,1485.0,18,15,19,0,May,Thursday
5315,Vistara,Chennai,Kolkata,0,11982,140.0,17,45,20,5,May,Wednesday
5316,IndiGo,Mumbai,Hyderabad,0,4049,90.0,6,25,7,55,June,Monday
5317,IndiGo,Kolkata,Banglore,0,5618,155.0,14,20,16,55,March,Sunday
5318,Air India,Delhi,Cochin,2,13591,1380.0,20,15,19,15,June,Thursday
5319,Multiple carriers,Delhi,Cochin,1,9508,930.0,10,0,1,30,May,Monday
5320,SpiceJet,Chennai,Kolkata,0,3543,135.0,9,45,12,0,June,Tuesday
5321,Jet Airways,Banglore,Delhi,0,7229,185.0,18,55,22,0,April,Thursday
5322,Vistara,Banglore,Delhi,0,4668,170.0,11,30,14,20,June,Tuesday
5323,Jet Airways,Kolkata,Banglore,1,14388,1200.0,14,5,10,5,May,Tuesday
5324,Jet Airways,Kolkata,Banglore,1,10844,1025.0,18,55,12,0,May,Wednesday
5325,Air India,Delhi,Cochin,1,7690,765.0,20,40,9,25,June,Sunday
5326,Jet Airways,Kolkata,Banglore,1,13067,1450.0,9,35,9,45,May,Tuesday
5327,SpiceJet,Mumbai,Hyderabad,0,1965,90.0,5,45,7,15,April,Wednesday
5328,Jet Airways,Delhi,Cochin,1,16289,1610.0,16,0,18,50,March,Saturday
5329,Air India,Kolkata,Banglore,1,10203,745.0,20,30,8,55,May,Sunday
5330,Jet Airways,Kolkata,Banglore,1,15149,570.0,14,5,23,35,May,Monday
5331,Vistara,Kolkata,Banglore,1,9345,385.0,17,0,23,25,May,Tuesday
5332,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,5,45,7,15,May,Saturday
5333,Vistara,Kolkata,Banglore,1,9345,975.0,7,10,23,25,May,Wednesday
5334,Air India,Kolkata,Banglore,1,6528,1485.0,14,35,15,20,May,Monday
5335,Multiple carriers,Delhi,Cochin,1,15603,380.0,7,0,13,20,March,Sunday
5336,Jet Airways,Delhi,Cochin,2,13376,1300.0,6,45,4,25,June,Monday
5337,SpiceJet,Delhi,Cochin,1,5583,315.0,6,5,11,20,June,Thursday
5338,Jet Airways,Delhi,Cochin,1,10577,1620.0,16,0,19,0,June,Sunday
5339,Air India,Delhi,Cochin,2,10651,1180.0,12,0,7,40,May,Wednesday
5340,Jet Airways,Kolkata,Banglore,1,7594,875.0,14,5,4,40,June,Wednesday
5341,Air Asia,Kolkata,Banglore,1,6857,220.0,6,50,10,30,May,Wednesday
5342,IndiGo,Banglore,Delhi,0,4423,170.0,13,0,15,50,April,Saturday
5343,Jet Airways,Delhi,Cochin,2,13344,425.0,5,30,12,35,June,Wednesday
5344,SpiceJet,Banglore,Delhi,0,3971,175.0,21,10,0,5,April,Saturday
5345,Jet Airways,Delhi,Cochin,1,18371,600.0,9,0,19,0,June,Monday
5346,Jet Airways,Delhi,Cochin,2,6643,1995.0,19,10,4,25,March,Wednesday
5347,Multiple carriers,Delhi,Cochin,1,15077,465.0,11,30,19,15,March,Wednesday
5348,Air India,Banglore,Delhi,0,6121,165.0,10,0,12,45,May,Wednesday
5349,SpiceJet,Mumbai,Hyderabad,0,5755,80.0,13,10,14,30,March,Sunday
5350,Air India,Delhi,Cochin,1,4487,765.0,20,40,9,25,April,Tuesday
5351,SpiceJet,Delhi,Cochin,1,5158,270.0,8,45,13,15,May,Tuesday
5352,Jet Airways,Kolkata,Banglore,1,8586,520.0,20,0,4,40,May,Wednesday
5353,Air India,Mumbai,Hyderabad,0,3100,80.0,6,20,7,40,June,Saturday
5354,Jet Airways,Mumbai,Hyderabad,0,3210,85.0,2,55,4,20,May,Thursday
5355,Jet Airways,Delhi,Cochin,1,12373,1040.0,19,15,12,35,May,Thursday
5356,Multiple carriers,Delhi,Cochin,1,15135,730.0,6,40,18,50,March,Sunday
5357,Jet Airways,Delhi,Cochin,2,13292,810.0,5,30,19,0,June,Thursday
5358,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,June,Thursday
5359,Jet Airways,Delhi,Cochin,2,10919,1320.0,14,35,12,35,June,Wednesday
5360,Vistara,Mumbai,Hyderabad,1,12395,1500.0,21,55,22,55,March,Wednesday
5361,SpiceJet,Chennai,Kolkata,0,3543,135.0,9,45,12,0,June,Friday
5362,Jet Airways,Mumbai,Hyderabad,0,2228,90.0,19,35,21,5,May,Monday
5363,Air India,Delhi,Cochin,2,8236,1410.0,19,45,19,15,March,Thursday
5364,Air Asia,Delhi,Cochin,1,11410,830.0,16,45,6,35,June,Monday
5365,Jet Airways,Delhi,Cochin,2,15129,810.0,23,5,12,35,May,Tuesday
5366,GoAir,Kolkata,Banglore,0,3514,155.0,15,20,17,55,June,Monday
5367,Jet Airways,Kolkata,Banglore,1,13469,690.0,9,35,21,5,June,Thursday
5368,IndiGo,Banglore,Delhi,0,3943,180.0,21,15,0,15,April,Tuesday
5369,Vistara,Banglore,New Delhi,0,7608,175.0,21,10,0,5,March,Sunday
5370,Air India,Banglore,Delhi,0,6961,165.0,10,0,12,45,May,Monday
5371,Multiple carriers,Delhi,Cochin,1,12042,585.0,9,15,19,0,June,Saturday
5373,Air India,Banglore,New Delhi,2,9586,655.0,10,30,21,25,March,Saturday
5374,SpiceJet,Chennai,Kolkata,0,3543,135.0,8,20,10,35,June,Saturday
5375,Jet Airways,Delhi,Cochin,2,13882,1630.0,9,25,12,35,June,Sunday
5376,Jet Airways,Kolkata,Banglore,1,8781,435.0,10,20,17,35,May,Friday
5377,Air Asia,Kolkata,Banglore,2,5192,500.0,15,10,23,30,June,Wednesday
5378,IndiGo,Delhi,Cochin,1,6442,940.0,6,40,22,20,March,Wednesday
5379,Jet Airways,Delhi,Cochin,1,15554,825.0,22,50,12,35,May,Monday
5380,Jet Airways,Kolkata,Banglore,1,10844,1285.0,18,55,16,20,May,Tuesday
5381,IndiGo,Mumbai,Hyderabad,0,2754,90.0,12,0,13,30,April,Wednesday
5382,Multiple carriers,Delhi,Cochin,1,14067,420.0,14,0,21,0,May,Tuesday
5383,GoAir,Delhi,Cochin,1,5140,370.0,7,25,13,35,April,Saturday
5384,IndiGo,Delhi,Cochin,1,8330,895.0,10,35,1,30,May,Thursday
5385,Jet Airways,Mumbai,Hyderabad,0,5678,90.0,19,35,21,5,March,Sunday
5386,Jet Airways,Banglore,New Delhi,1,11087,1170.0,22,55,18,25,March,Tuesday
5387,GoAir,Banglore,New Delhi,0,18558,175.0,20,55,23,50,March,Friday
5388,IndiGo,Mumbai,Hyderabad,0,16000,90.0,2,30,4,0,March,Friday
5389,SpiceJet,Banglore,Delhi,0,3573,175.0,21,10,0,5,May,Monday
5390,Multiple carriers,Delhi,Cochin,1,7670,760.0,12,50,1,30,May,Wednesday
5391,Jet Airways,Delhi,Cochin,2,12819,1195.0,23,5,19,0,June,Monday
5392,Vistara,Banglore,Delhi,0,4878,155.0,17,0,19,35,May,Wednesday
5393,Jet Airways,Delhi,Cochin,2,11507,1295.0,21,25,19,0,June,Thursday
5394,Air Asia,Delhi,Cochin,1,8759,330.0,7,55,13,25,June,Thursday
5395,Jet Airways,Delhi,Cochin,1,10262,1530.0,17,30,19,0,June,Wednesday
5396,Air India,Delhi,Cochin,2,10975,1580.0,7,5,9,25,May,Tuesday
5397,Jet Airways,Delhi,Cochin,1,10262,550.0,19,15,4,25,June,Thursday
5398,Multiple carriers,Delhi,Cochin,1,6007,490.0,12,50,21,0,June,Thursday
5399,IndiGo,Chennai,Kolkata,0,3858,145.0,11,35,14,0,March,Thursday
5400,IndiGo,Delhi,Cochin,1,6412,490.0,14,20,22,30,June,Thursday
5401,Air India,Kolkata,Banglore,0,6245,150.0,14,15,16,45,April,Sunday
5402,Air India,Delhi,Cochin,2,9968,1410.0,19,45,19,15,June,Sunday
5403,Multiple carriers,Delhi,Cochin,1,18260,640.0,2,15,12,55,March,Saturday
5404,IndiGo,Banglore,New Delhi,0,8855,175.0,18,25,21,20,March,Sunday
5405,Jet Airways,Kolkata,Banglore,1,10844,590.0,8,25,18,15,May,Friday
5406,SpiceJet,Chennai,Kolkata,0,3597,135.0,8,20,10,35,May,Monday
5407,Jet Airways,Kolkata,Banglore,1,13067,1685.0,17,0,21,5,May,Monday
5408,Jet Airways,Banglore,New Delhi,1,13817,1070.0,16,55,10,45,March,Tuesday
5409,Air India,Banglore,New Delhi,1,11602,990.0,6,45,23,15,March,Tuesday
5410,Jet Airways,Kolkata,Banglore,1,13941,1545.0,16,30,18,15,May,Thursday
5411,Jet Airways,Kolkata,Banglore,1,14151,1365.0,20,25,19,10,May,Wednesday
5412,IndiGo,Banglore,Delhi,0,3943,170.0,4,0,6,50,May,Wednesday
5413,Jet Airways,Kolkata,Banglore,1,10844,705.0,6,30,18,15,May,Sunday
5414,SpiceJet,Mumbai,Hyderabad,0,2753,90.0,5,45,7,15,June,Tuesday
5415,Jet Airways,Delhi,Cochin,1,14714,1005.0,2,15,19,0,June,Wednesday
5416,Multiple carriers,Delhi,Cochin,1,9646,545.0,7,5,16,10,May,Saturday
5417,Jet Airways,Delhi,Cochin,1,15554,330.0,7,5,12,35,May,Thursday
5418,Air India,Banglore,New Delhi,2,13261,435.0,10,30,17,45,March,Monday
5419,Jet Airways,Banglore,New Delhi,1,11087,1045.0,11,40,5,5,March,Monday
5420,Jet Airways,Delhi,Cochin,2,11507,810.0,5,30,19,0,June,Saturday
5421,Multiple carriers,Delhi,Cochin,1,9424,390.0,19,0,1,30,May,Thursday
5422,GoAir,Banglore,Delhi,0,4937,170.0,11,40,14,30,April,Friday
5423,SpiceJet,Banglore,Delhi,0,3257,175.0,21,10,0,5,June,Thursday
5424,IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,May,Monday
5425,IndiGo,Chennai,Kolkata,0,5277,140.0,22,5,0,25,May,Sunday
5426,SpiceJet,Kolkata,Banglore,0,3873,150.0,17,10,19,40,April,Tuesday
5427,Jet Airways,Kolkata,Banglore,1,10844,730.0,16,30,4,40,May,Friday
5428,Multiple carriers,Delhi,Cochin,1,7198,510.0,17,0,1,30,May,Monday
5429,Air India,Delhi,Cochin,0,6094,170.0,5,10,8,0,May,Wednesday
5430,IndiGo,Banglore,Delhi,0,3943,165.0,6,5,8,50,May,Friday
5431,IndiGo,Banglore,Delhi,0,3943,180.0,21,15,0,15,May,Wednesday
5432,Jet Airways,Kolkata,Banglore,1,12681,960.0,20,0,12,0,April,Monday
5433,Vistara,Banglore,Delhi,0,5613,155.0,17,0,19,35,April,Monday
5434,SpiceJet,Kolkata,Banglore,0,3873,145.0,9,0,11,25,May,Friday
5435,Jet Airways,Delhi,Cochin,1,12898,1415.0,13,0,12,35,May,Monday
5436,Jet Airways,Delhi,Cochin,2,15129,1375.0,5,30,4,25,May,Thursday
5437,SpiceJet,Chennai,Kolkata,0,3911,135.0,8,20,10,35,May,Thursday
5438,IndiGo,Delhi,Cochin,0,6015,195.0,21,5,0,20,June,Wednesday
5439,Jet Airways,Banglore,New Delhi,1,54826,365.0,16,55,23,0,March,Friday
5440,IndiGo,Delhi,Cochin,1,5073,305.0,20,30,1,35,March,Wednesday
5441,IndiGo,Chennai,Kolkata,0,4326,140.0,5,15,7,35,March,Thursday
5442,Air India,Delhi,Cochin,2,9443,1595.0,16,40,19,15,June,Monday
5443,Jet Airways,Mumbai,Hyderabad,0,8040,90.0,10,20,11,50,June,Monday
5444,Jet Airways,Banglore,Delhi,0,7229,165.0,6,0,8,45,April,Wednesday
5445,IndiGo,Banglore,Delhi,0,3943,170.0,13,0,15,50,June,Saturday
5446,Air India,Banglore,New Delhi,3,14195,685.0,12,0,23,25,March,Wednesday
5447,Jet Airways,Delhi,Cochin,2,13292,1130.0,9,35,4,25,June,Saturday
5448,IndiGo,Kolkata,Banglore,0,4174,155.0,11,30,14,5,April,Wednesday
5449,Jet Airways,Banglore,New Delhi,1,16736,860.0,7,0,21,20,March,Wednesday
5450,Jet Airways,Banglore,Delhi,0,5198,165.0,6,0,8,45,May,Sunday
5451,Multiple carriers,Delhi,Cochin,1,15058,730.0,7,5,19,15,June,Monday
5452,IndiGo,Delhi,Cochin,1,5073,300.0,10,35,15,35,April,Wednesday
5453,Multiple carriers,Delhi,Cochin,1,10197,660.0,8,0,19,0,May,Wednesday
5454,SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,June,Thursday
5455,Jet Airways,Banglore,Delhi,0,7229,180.0,17,45,20,45,June,Thursday
5456,Air India,Delhi,Cochin,2,10966,1180.0,12,0,7,40,June,Saturday
5457,Jet Airways,Kolkata,Banglore,1,11134,570.0,13,55,23,25,March,Sunday
5458,Air Asia,Kolkata,Banglore,0,3807,150.0,22,50,1,20,April,Saturday
5459,Air India,Banglore,Delhi,0,5228,170.0,13,20,16,10,May,Monday
5460,IndiGo,Chennai,Kolkata,0,3597,140.0,14,45,17,5,June,Wednesday
5461,Air Asia,Banglore,Delhi,0,4483,165.0,11,10,13,55,May,Saturday
5462,Jet Airways,Delhi,Cochin,1,10262,1015.0,11,30,4,25,June,Monday
5463,SpiceJet,Delhi,Cochin,1,5158,270.0,8,45,13,15,June,Thursday
5464,Air India,Banglore,New Delhi,1,6010,1520.0,22,0,23,20,March,Thursday
5465,Jet Airways,Delhi,Cochin,2,13376,1320.0,14,35,12,35,June,Wednesday
5466,Jet Airways,Delhi,Cochin,2,11543,1365.0,5,40,4,25,March,Thursday
5467,Multiple carriers,Delhi,Cochin,1,15342,560.0,9,55,19,15,March,Wednesday
5468,SpiceJet,Banglore,New Delhi,0,6309,175.0,9,35,12,30,March,Friday
5469,Vistara,Banglore,Delhi,0,5823,165.0,19,30,22,15,May,Friday
5470,Vistara,Banglore,New Delhi,0,5403,160.0,11,30,14,10,March,Sunday
5471,SpiceJet,Kolkata,Banglore,0,3873,155.0,6,55,9,30,June,Saturday
5472,Jet Airways,Delhi,Cochin,1,12898,1270.0,21,50,19,0,May,Monday
5473,IndiGo,Delhi,Cochin,1,6979,500.0,17,10,1,30,May,Wednesday
5474,Air India,Kolkata,Banglore,2,13437,1410.0,16,45,16,15,May,Sunday
5475,Jet Airways,Delhi,Cochin,1,6017,1015.0,11,30,4,25,March,Wednesday
5476,Jet Airways,Delhi,Cochin,1,14053,330.0,7,5,12,35,March,Thursday
5477,IndiGo,Chennai,Kolkata,0,7295,145.0,11,35,14,0,March,Wednesday
5478,Jet Airways,Kolkata,Banglore,1,13044,1495.0,18,55,19,50,June,Wednesday
5479,Jet Airways,Banglore,Delhi,0,4030,175.0,11,10,14,5,May,Friday
5480,Air India,Banglore,New Delhi,2,13942,1625.0,8,15,11,20,March,Wednesday
5481,Jet Airways,Kolkata,Banglore,1,14781,705.0,6,30,18,15,May,Sunday
5482,SpiceJet,Banglore,New Delhi,0,3579,170.0,5,45,8,35,March,Sunday
5483,Air India,Delhi,Cochin,2,10231,1275.0,22,0,19,15,May,Monday
5484,IndiGo,Delhi,Cochin,1,5530,320.0,6,50,12,10,May,Monday
5485,Jet Airways,Kolkata,Banglore,1,10844,345.0,14,5,19,50,May,Sunday
5486,Air India,Delhi,Cochin,1,8372,675.0,8,0,19,15,June,Thursday
5487,Jet Airways,Delhi,Cochin,1,16289,775.0,6,50,19,45,March,Saturday
5488,Air India,Delhi,Cochin,2,11701,1275.0,22,0,19,15,May,Monday
5489,Multiple carriers Premium economy,Delhi,Cochin,1,11269,570.0,6,0,15,30,March,Thursday
5490,Multiple carriers,Delhi,Cochin,1,9385,750.0,13,0,1,30,May,Saturday
5491,Jet Airways,Kolkata,Banglore,1,14151,395.0,17,0,23,35,May,Friday
5492,Jet Airways,Banglore,Delhi,0,4544,180.0,8,20,11,20,April,Tuesday
5493,Jet Airways,Banglore,New Delhi,1,11087,850.0,20,35,10,45,March,Tuesday
5494,IndiGo,Kolkata,Banglore,0,5224,155.0,4,40,7,15,June,Monday
5495,IndiGo,Kolkata,Banglore,0,4804,155.0,9,35,12,10,June,Thursday
5496,Air India,Mumbai,Hyderabad,1,6901,880.0,5,55,20,35,March,Tuesday
5497,Multiple carriers,Delhi,Cochin,1,5999,465.0,14,35,22,20,March,Thursday
5498,Vistara,Banglore,Delhi,0,5403,170.0,21,0,23,50,April,Tuesday
5499,Jet Airways,Delhi,Cochin,2,13014,810.0,5,30,19,0,June,Wednesday
5500,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,May,Monday
5501,Jet Airways,Kolkata,Banglore,1,13941,1545.0,6,30,8,15,May,Tuesday
5502,Jet Airways,Delhi,Cochin,2,11507,1295.0,21,25,19,0,June,Monday
5503,Multiple carriers,Delhi,Cochin,1,12192,660.0,8,0,19,0,June,Saturday
5504,Multiple carriers,Delhi,Cochin,1,7198,450.0,18,0,1,30,May,Monday
